index,v0,v1,v2,v3
339,-77,0,0,116
340,-77,0,0,116
341,-256,0,0,116
342,-77,0,0,116
343,-77,0,0,116
344,-78,0,0,116
345,-79,0,0,116
346,-79,0,0,116
347,-79,0,0,117
348,-79,0,0,117
349,0,0,0,0
350,176,0,0,117
351,-81,0,0,117
352,-82,0,0,117
353,-83,0,0,117
354,-83,0,0,0
355,0,0,0,0
356,173,0,0,117
357,-84,0,0,117
358,-84,0,0,118
359,-85,0,0,118
360,-86,0,0,119
361,-86,0,0,119
362,0,0,0,0
363,0,0,0,119
364,-87,0,0,119
365,-87,0,0,0
366,168,0,0,119
367,-88,0,0,119
368,-89,0,0,119
369,-90,0,0,119
370,-91,0,0,119
371,-91,0,0,0
372,164,0,0,120
373,-91,0,0,120
374,-91,0,0,0
375,164,0,0,120
376,-92,0,0,120
377,-256,0,0,0
378,163,0,0,120
379,-93,0,0,118
380,-93,0,0,119
381,-94,0,0,120
382,-94,0,0,120
383,0,0,0,0
384,161,0,0,120
385,-95,0,0,120
386,-256,0,0,0
387,0,0,0,120
388,-95,0,0,120
389,-256,0,0,0
390,161,0,0,120
391,-96,0,0,120
392,-96,0,0,120
393,-97,0,0,120
394,-97,0,0,120
395,-98,0,0,119
396,-98,0,0,119
397,-98,0,0,0
398,0,0,0,0
399,158,0,0,119
400,-98,0,0,119
401,-98,0,0,119
402,-98,0,0,119
403,-98,0,0,0
404,158,0,0,119
405,-98,0,0,119
406,-98,0,0,119
407,-98,0,0,119
408,-98,0,0,119
409,-98,0,0,119
410,-97,0,0,119
411,-97,0,0,119
412,-97,0,0,0
413,160,0,0,119
414,-95,0,0,119
415,-95,0,0,0
416,162,0,0,119
417,-93,0,0,119
418,-92,0,0,119
419,-91,0,0,119
420,-91,0,0,0
421,167,0,0,119
422,-88,0,0,119
423,-88,0,0,119
424,-88,0,0,119
425,-88,0,0,119
426,-87,0,0,119
427,-87,0,0,0
428,169,0,0,119
429,-87,0,0,0
430,0,0,0,119
431,-87,0,0,119
432,-87,0,0,0
433,169,0,0,119
434,-87,0,0,119
435,-87,0,0,119
436,-87,0,0,119
437,-87,0,0,0
438,169,0,0,119
439,-87,0,0,119
440,-87,0,0,119
441,-87,0,0,119
442,-87,0,0,119
443,-87,0,0,119
444,-87,0,0,0
445,169,0,0,119
446,-87,0,0,0
447,170,0,0,119
448,-86,0,0,119
449,0,0,0,0
450,170,0,0,118
451,-86,0,0,117
452,-86,0,0,117
453,-86,0,0,116
454,-86,0,0,116
455,-86,0,0,0
456,0,0,0,0
457,170,0,0,116
458,-86,0,0,0
459,0,0,0,115
460,-86,0,0,115
461,-86,0,0,114
462,-85,0,0,113
463,-85,0,0,113
464,0,0,0,0
465,172,0,0,112
466,-84,0,0,111
467,-84,0,0,111
468,0,0,0,0
469,0,0,0,111
470,-84,0,0,111
471,0,0,0,0
472,172,0,0,110
473,-84,0,0,110
474,-85,0,0,110
475,-85,0,0,0
476,170,0,0,110
477,-86,0,0,110
478,-86,0,0,0
479,169,0,0,110
480,-87,0,0,110
481,-87,0,0,0
482,0,0,0,0
483,169,0,0,110
484,-88,0,0,110
485,-88,0,0,110
486,-88,0,0,0
487,0,0,0,0
488,168,0,0,110
489,-88,0,0,110
490,-88,0,0,110
491,-88,0,0,110
492,-89,0,0,110
493,-89,0,0,111
494,-89,0,0,111
495,166,0,0,111
496,-90,0,0,111
497,-90,0,0,0
498,165,0,0,111
499,-91,0,0,111
500,-91,0,0,0
501,164,0,0,111
502,-92,0,0,111
503,-256,0,0,0
504,163,0,0,111
505,-93,0,0,111
506,-93,0,0,0
507,0,0,0,0
508,162,0,0,111
509,-94,0,0,111
510,-94,0,0,0
511,0,0,0,0
512,162,0,0,111
513,-94,0,0,111
514,-95,0,0,111
515,-95,0,0,111
516,-96,0,0,112
517,-96,0,0,112
518,159,0,0,112
519,-97,0,0,113
520,-97,0,0,114
521,-97,0,0,115
522,-97,0,0,116
523,-97,0,0,117
524,-97,0,0,117
525,0,0,0,118
526,-97,0,0,119
527,-97,0,0,120
528,-97,0,0,120
529,-97,0,0,120
530,-97,0,0,121
531,-97,0,0,121
532,-97,0,0,122
533,-97,0,0,122
534,-97,0,0,0
535,161,0,0,123
536,-94,0,0,123
537,-94,0,0,0
538,0,0,0,0
539,163,0,0,123
540,-91,0,0,123
541,-90,0,0,123
542,-90,0,0,124
543,-88,0,0,124
544,-87,0,0,124
545,-86,0,0,124
546,-85,0,0,124
547,-84,0,0,125
548,-84,0,0,125
549,0,0,0,0
550,0,0,0,126
551,-84,0,0,127
552,-84,0,0,128
553,-84,0,0,130
554,-84,0,0,130
555,0,0,0,131
556,-84,0,0,132
557,-84,0,0,132
558,0,0,0,0
559,0,0,0,133
560,-84,0,0,133
561,-84,0,0,0
562,0,0,0,0
563,172,0,0,133
564,-84,0,0,133
565,-85,0,0,133
566,-85,0,0,133
567,-86,0,0,133
568,-87,0,0,133
569,-88,0,0,133
570,-88,0,0,0
571,0,0,0,0
572,168,0,0,133
573,-89,0,0,133
574,-89,0,0,0
575,0,0,0,0
576,166,0,0,133
577,-90,0,0,133
578,-91,0,0,133
579,-91,0,0,0
580,164,0,0,133
581,-92,0,0,134
582,-92,0,0,134
583,0,0,0,0
584,0,0,0,134
585,-93,0,0,134
586,-93,0,0,0
587,162,0,0,134
588,-94,0,0,134
589,-94,0,0,0
590,161,0,0,134
591,-95,0,0,134
592,-95,0,0,0
593,0,0,0,0
594,161,0,0,134
595,-95,0,0,134
596,-95,0,0,134
597,-95,0,0,133
598,-95,0,0,133
599,-95,0,0,0
600,0,0,0,132
601,-95,0,0,132
602,-95,0,0,0
603,0,0,0,0
604,161,0,0,132
605,-95,0,0,132
606,-95,0,0,0
607,161,0,0,132
608,-95,0,0,132
609,-95,0,0,132
610,-95,0,0,132
611,-95,0,0,0
612,161,0,0,129
613,-95,0,0,129
614,-95,0,0,0
615,0,0,0,130
616,-96,0,0,131
617,-96,0,0,131
618,0,0,0,0
619,0,0,0,131
620,-96,0,0,131
621,0,0,0,0
622,160,0,0,131
623,-96,0,0,131
624,159,0,0,132
625,-97,0,0,132
626,-98,0,0,132
627,-99,0,0,132
628,-99,0,0,0
629,158,0,0,132
630,-98,0,0,132
631,-98,0,0,132
632,-98,0,0,132
633,-256,0,0,132
634,-98,0,0,133
635,-98,0,0,133
636,-98,0,0,0
637,0,0,0,0
638,158,0,0,133
639,-98,0,0,133
640,-98,0,0,132
641,-98,0,0,132
642,-98,0,0,132
643,-98,0,0,132
644,-98,0,0,132
645,-98,0,0,132
646,-256,0,0,132
647,-98,0,0,132
648,-98,0,0,132
649,-98,0,0,132
650,-98,0,0,131
651,-98,0,0,131
652,-98,0,0,0
653,0,0,0,0
654,158,0,0,131
655,-98,0,0,131
656,-97,0,0,131
657,-97,0,0,131
658,-97,0,0,0
659,160,0,0,131
660,-96,0,0,131
661,160,0,0,131
662,-96,0,0,131
663,0,0,0,131
664,-96,0,0,131
665,0,0,0,0
666,160,0,0,131
667,-96,0,0,131
668,160,0,0,131
669,-96,0,0,130
670,-96,0,0,130
671,-96,0,0,129
672,-96,0,0,129
673,-96,0,0,0
674,0,0,0,128
675,-96,0,0,127
676,-96,0,0,126
677,-96,0,0,125
678,-96,0,0,124
679,-96,0,0,123
680,-96,0,0,121
681,-96,0,0,120
682,-96,0,0,119
683,-95,0,0,119
684,-95,0,0,118
685,-95,0,0,117
686,-95,0,0,117
687,162,0,0,117
688,-94,0,0,117
689,-93,0,0,117
690,-93,0,0,0
691,0,0,0,0
692,163,0,0,117
693,-93,0,0,0
694,0,0,0,116
695,-93,0,0,116
696,-93,0,0,0
697,162,0,0,115
698,-94,0,0,115
699,-95,0,0,115
700,-96,0,0,115
701,-96,0,0,0
702,0,0,0,0
703,160,0,0,114
704,-96,0,0,114
705,-96,0,0,0
706,159,0,0,113
707,-97,0,0,112
708,-97,0,0,112
709,-97,0,0,111
710,-97,0,0,111
711,-97,0,0,0
712,0,0,0,0
713,159,0,0,110
714,-98,0,0,110
715,-98,0,0,0
716,0,0,0,0
717,158,0,0,110
718,-98,0,0,110
719,-98,0,0,0
720,157,0,0,110
721,-99,0,0,110
722,-99,0,0,0
723,156,0,0,110
724,-100,0,0,110
725,-101,0,0,110
726,-102,0,0,110
727,-102,0,0,0
728,0,0,0,0
729,154,0,0,109
730,-103,0,0,109
731,-104,0,0,109
732,-105,0,0,108
733,-105,0,0,108
734,0,0,0,107
735,-105,0,0,107
736,-105,0,0,0
737,0,0,0,0
738,151,0,0,107
739,-105,0,0,107
740,-105,0,0,0
741,151,0,0,107
742,-105,0,0,107
743,-105,0,0,107
744,-105,0,0,107
745,-105,0,0,0
746,151,0,0,107
747,-105,0,0,107
748,-105,0,0,107
749,-105,0,0,107
750,-105,0,0,106
751,-105,0,0,106
752,-105,0,0,0
753,0,0,0,0
754,151,0,0,106
755,-105,0,0,106
756,-105,0,0,0
757,151,0,0,106
758,-104,0,0,106
759,-104,0,0,106
760,-103,0,0,106
761,-103,0,0,0
762,154,0,0,106
763,-101,0,0,106
764,-101,0,0,0
765,156,0,0,106
766,-100,0,0,106
767,-100,0,0,0
768,0,0,0,0
769,156,0,0,106
770,-100,0,0,106
771,-99,0,0,106
772,-99,0,0,106
773,-99,0,0,0
774,0,0,0,0
775,157,0,0,106
776,-99,0,0,107
777,-99,0,0,107
778,-99,0,0,0
779,0,0,0,0
780,157,0,0,107
781,-99,0,0,0
782,158,0,0,107
783,-98,0,0,107
784,-98,0,0,0
785,0,0,0,0
786,158,0,0,107
787,-98,0,0,108
788,-98,0,0,108
789,-98,0,0,0
790,0,0,0,109
791,-98,0,0,109
792,-98,0,0,0
793,0,0,0,110
794,-98,0,0,110
795,-98,0,0,0
796,158,0,0,111
797,-98,0,0,111
798,-98,0,0,0
799,0,0,0,0
800,158,0,0,112
801,-98,0,0,112
802,-98,0,0,0
803,0,0,0,0
804,158,0,0,112
805,-98,0,0,113
806,-98,0,0,113
807,-98,0,0,0
808,0,0,0,0
809,158,0,0,113
810,-98,0,0,113
811,-98,0,0,0
812,158,0,0,113
813,-98,0,0,113
814,-98,0,0,113
815,-98,0,0,113
816,-98,0,0,114
817,-98,0,0,114
818,-98,0,0,115
819,-98,0,0,115
820,-98,0,0,0
821,0,0,0,0
822,158,0,0,115
823,-98,0,0,115
824,-98,0,0,0
825,158,0,0,115
826,-98,0,0,115
827,-98,0,0,115
828,-98,0,0,115
829,-98,0,0,0
830,158,0,0,115
831,-98,0,0,115
832,-97,0,0,115
833,-97,0,0,115
834,-97,0,0,0
835,0,0,0,0
836,159,0,0,115
837,-97,0,0,115
838,-97,0,0,115
839,-97,0,0,115
840,-97,0,0,115
841,-97,0,0,115
842,-97,0,0,112
843,-97,0,0,112
844,-97,0,0,112
845,-96,0,0,112
846,160,0,0,112
847,-96,0,0,112
848,160,0,0,0
849,160,0,0,112
850,-96,0,0,112
851,160,0,0,113
852,-96,0,0,113
853,-96,0,0,114
854,-96,0,0,0
855,160,0,0,114
856,-96,0,0,114
857,-96,0,0,0
858,160,0,0,115
859,-97,0,0,113
860,-97,0,0,114
861,-97,0,0,115
862,-97,0,0,115
863,-97,0,0,115
864,-97,0,0,116
865,-97,0,0,116
866,-98,0,0,116
867,-98,0,0,0
868,0,0,0,0
869,158,0,0,117
870,-98,0,0,118
871,-98,0,0,119
872,-98,0,0,120
873,-98,0,0,120
874,-98,0,0,0
875,0,0,0,121
876,-97,0,0,121
877,-96,0,0,122
878,-96,0,0,122
879,-96,0,0,123
880,-96,0,0,123
881,-96,0,0,124
882,-95,0,0,124
883,-95,0,0,125
884,-94,0,0,125
885,-94,0,0,0
886,0,0,0,0
887,162,0,0,125
888,-94,0,0,125
889,-93,0,0,126
890,-92,0,0,127
891,-91,0,0,128
892,-91,0,0,129
893,-91,0,0,129
894,166,0,0,129
895,-89,0,0,129
896,-88,0,0,129
897,-88,0,0,0
898,169,0,0,129
899,-86,0,0,129
900,-85,0,0,129
901,-84,0,0,129
902,-83,0,0,130
903,-82,0,0,130
904,-81,0,0,130
905,-80,0,0,130
906,-79,0,0,130
907,-79,0,0,0
908,178,0,0,130
909,-77,0,0,130
910,-76,0,0,130
911,-76,0,0,0
912,181,0,0,130
913,-74,0,0,130
914,-72,0,0,130
915,-70,0,0,130
916,-70,0,0,0
917,187,0,0,130
918,-69,0,0,130
919,-68,0,0,130
920,-67,0,0,130
921,-66,0,0,130
922,-66,0,0,0
923,191,0,0,129
924,-64,0,0,129
925,-64,0,0,128
926,-64,0,0,128
927,-64,0,0,0
928,193,0,0,128
929,-61,0,0,128
930,-60,0,0,128
931,-59,0,0,127
932,-58,0,0,126
933,-58,0,0,126
934,199,0,0,126
935,-57,0,0,126
936,-256,0,0,0
937,0,0,0,126
938,-56,0,0,126
939,-56,0,0,126
940,-256,0,0,0
941,201,0,0,126
942,-55,0,0,126
943,-256,0,0,0
944,0,0,0,126
945,-55,0,0,126
946,-55,0,0,126
947,-256,0,0,126
948,-55,0,0,126
949,-55,0,0,126
950,-55,0,0,126
951,-55,0,0,126
952,-256,0,0,126
953,-55,0,0,126
954,-55,0,0,126
955,-55,0,0,127
956,-55,0,0,127
957,-55,0,0,128
958,-55,0,0,128
959,-55,0,0,0
960,0,0,0,0
961,202,0,0,128
962,-54,0,0,128
963,-256,0,0,129
964,-54,0,0,129
965,-54,0,0,0
966,0,0,0,130
967,-54,0,0,130
968,-54,0,0,131
969,-54,0,0,131
970,-54,0,0,132
971,-54,0,0,132
972,-55,0,0,132
973,-54,0,0,133
974,-54,0,0,134
975,-53,0,0,135
976,-52,0,0,135
977,-52,0,0,0
978,205,0,0,136
979,-51,0,0,136
980,-256,0,0,137
981,-51,0,0,138
982,-51,0,0,138
983,0,0,0,0
984,0,0,0,139
985,-51,0,0,139
986,-51,0,0,140
987,-51,0,0,140
988,-51,0,0,0
989,0,0,0,141
990,-51,0,0,141
991,-51,0,0,142
992,-51,0,0,143
993,-51,0,0,143
994,0,0,0,144
995,-51,0,0,144
996,-50,0,0,144
997,-50,0,0,145
998,-50,0,0,145
999,-50,0,0,146
1000,-50,0,0,147
1001,-50,0,0,148
1002,-50,0,0,149
1003,-50,0,0,150
1004,-50,0,0,150
1005,0,0,0,151
1006,-50,0,0,152
1007,-49,0,0,153
1008,-49,0,0,154
1009,-49,0,0,155
1010,-49,0,0,156
1011,-49,0,0,158
1012,-49,0,0,158
1013,0,0,0,0
1014,0,0,0,159
1015,-48,0,0,159
1016,-48,0,0,160
1017,-48,0,0,161
1018,-48,0,0,161
1019,0,0,0,162
1020,-48,0,0,163
1021,-48,0,0,163
1022,0,0,0,0
1023,0,0,0,163
1024,-48,0,0,163
1025,209,0,0,163
1026,-47,0,0,163
1027,-256,0,0,0
1028,0,0,0,163
1029,-47,0,0,163
1030,-47,0,0,164
1031,-47,0,0,164
1032,-47,0,0,0
1033,0,0,0,165
1034,-47,0,0,165
1035,-46,0,0,165
1036,-46,0,0,0
1037,0,0,0,0
1038,210,0,0,165
1039,-45,0,0,166
1040,-45,0,0,166
1041,-256,0,0,167
1042,-45,0,0,168
1043,-44,0,0,168
1044,-44,0,0,0
1045,0,0,0,0
1046,212,0,0,168
1047,-43,0,0,169
1048,-43,0,0,170
1049,-43,0,0,171
1050,-43,0,0,172
1051,-42,0,0,173
1052,-42,0,0,173
1053,215,0,0,174
1054,-40,0,0,174
1055,-40,0,0,175
1056,-39,0,0,176
1057,-39,0,0,176
1058,218,0,0,177
1059,-38,0,0,177
1060,-37,0,0,178
1061,-37,0,0,178
1062,-36,0,0,179
1063,-36,0,0,180
1064,-36,0,0,180
1065,221,0,0,181
1066,-35,0,0,182
1067,-34,0,0,182
1068,-34,0,0,183
1069,-33,0,0,184
1070,-32,0,0,184
1071,-32,0,0,0
1072,225,0,0,184
1073,-30,0,0,184
1074,-30,0,0,0
1075,227,0,0,184
1076,-28,0,0,184
1077,-28,0,0,0
1078,229,0,0,184
1079,-26,0,0,184
1080,-26,0,0,0
1081,231,0,0,184
1082,-24,0,0,184
1083,-24,0,0,184
1084,-23,0,0,184
1085,-22,0,0,184
1086,-21,0,0,184
1087,-21,0,0,184
1088,-20,0,0,184
1089,-19,0,0,184
1090,-19,0,0,0
1091,238,0,0,184
1092,-17,0,0,184
1093,-17,0,0,0
1094,240,0,0,184
1095,-16,0,0,184
1096,-15,0,0,184
1097,-15,0,0,184
1098,-256,0,0,0
1099,0,0,0,184
1100,-14,0,0,184
1101,-14,0,0,0
1102,0,0,0,0
1103,243,0,0,184
1104,-12,0,0,184
1105,-12,0,0,0
1106,0,0,0,184
1107,-13,0,0,184
1108,-12,0,0,184
1109,-11,0,0,184
1110,-10,0,0,184
1111,-10,0,0,0
1112,0,0,0,184
1113,-10,0,0,184
1114,-10,0,0,0
1115,0,0,0,183
1116,-10,0,0,184
1117,-10,0,0,0
1118,0,0,0,184
1119,-10,0,0,185
1120,-10,0,0,185
1121,0,0,0,0
1122,0,0,0,186
1123,-10,0,0,186
1124,-10,0,0,0
1125,0,0,0,0
1126,246,0,0,186
1127,-9,0,0,186
1128,-9,0,0,187
1129,-9,0,0,188
1130,-9,0,0,189
1131,-9,0,0,189
1132,0,0,0,190
1133,-9,0,0,190
1134,-9,0,0,191
1135,-9,0,0,191
1136,-9,0,0,0
1137,0,0,0,192
1138,-9,0,0,192
1139,-9,0,0,0
1140,0,0,0,193
1141,-9,0,0,193
1142,-9,0,0,0
1143,0,0,0,0
1144,247,0,0,193
1145,-9,0,0,0
1146,0,0,0,0
1147,247,0,0,194
1148,-9,0,0,194
1149,-9,0,0,0
1150,0,0,0,0
1151,247,0,0,194
1152,-9,0,0,194
1153,-9,0,0,195
1154,-8,0,0,195
1155,-8,0,0,0
1156,0,0,0,0
1157,248,0,0,195
1158,-8,0,0,0
1159,0,0,0,196
1160,-8,0,0,196
1161,-8,0,0,0
1162,0,0,0,0
1163,248,0,0,196
1164,-8,0,0,196
1165,-8,0,0,0
1166,248,0,0,196
1167,-8,0,0,196
1168,-8,0,0,196
1169,-8,0,0,196
1170,-8,0,0,196
1171,-8,0,0,196
1172,-8,0,0,197
1173,-8,0,0,197
1174,-8,0,0,0
1175,0,0,0,0
1176,248,0,0,197
1177,-8,0,0,197
1178,-8,0,0,0
1179,247,0,0,197
1180,-9,0,0,197
1181,-9,0,0,0
1182,0,0,0,0
1183,247,0,0,197
1184,-9,0,0,197
1185,-9,0,0,197
1186,-9,0,0,197
1187,-9,0,0,0
1188,247,0,0,197
1189,-9,0,0,197
1190,-9,0,0,197
1191,-9,0,0,197
1192,-9,0,0,197
1193,-9,0,0,197
1194,-9,0,0,0
1195,247,0,0,197
1196,-9,0,0,197
1197,-9,0,0,197
1198,-9,0,0,197
1199,-9,0,0,197
1200,-9,0,0,197
1201,-9,0,0,197
1202,-8,0,0,197
1203,-8,0,0,0
1204,248,0,0,197
1205,-8,0,0,197
1206,-8,0,0,197
1207,-8,0,0,197
1208,-7,0,0,197
1209,-7,0,0,197
1210,-256,0,0,0
1211,0,0,0,197
1212,-7,0,0,197
1213,-7,-7,-7,197
1214,-7,-7,-7,197
1215,-6,-6,-6,197
1216,-6,-6,-6,197
1217,-6,-6,0,0
1218,251,-5,-5,197
1219,-5,-5,-5,197
1220,-256,0,0,0
1221,252,-4,-4,197
1222,-4,-4,-4,197
1223,-256,0,0,0
1224,253,-3,-3,197
1225,-3,-3,-3,197
1226,-256,0,0,0
1227,254,-2,-2,197
1228,-1,-1,-1,198
1229,0,0,0,198
1230,0,0,0,199
1231,1,1,1,199
1232,1,1,1,200
1233,2,2,2,200
1234,2,2,2,0
1235,3,3,3,201
1236,3,3,3,202
1237,4,4,4,203
1238,5,5,5,203
1239,5,5,5,0
1240,6,6,6,203
1241,7,7,7,203
1242,7,7,7,0
1243,8,8,8,204
1244,8,8,8,204
1245,9,9,9,205
1246,10,10,10,205
1247,10,10,10,206
1248,11,11,11,206
1249,11,11,11,207
1250,12,12,12,207
1251,12,12,12,208
1252,13,13,13,208
1253,13,13,13,0
1254,0,0,0,207
1255,14,14,14,209
1256,14,14,14,210
1257,14,14,14,211
1258,15,15,15,213
1259,15,15,15,214
1260,15,15,15,215
1261,16,16,16,215
1262,16,16,16,216
1263,16,16,16,216
1264,17,17,17,216
1265,17,17,17,0
1266,0,0,0,0
1267,17,17,17,216
1268,17,17,17,217
1269,17,17,17,217
1270,17,17,17,0
1271,0,0,0,218
1272,17,17,17,219
1273,17,17,17,220
1274,17,17,17,220
