index,v0,v1,v2,v3
241,0,0,0,159
242,-80,0,0,0
243,0,0,0,159
244,-80,0,0,0
245,0,0,0,159
246,-80,0,0,0
247,0,0,0,158
248,-80,0,0,158
249,-80,0,0,0
250,0,0,0,0
251,176,0,0,158
252,-80,0,0,0
253,0,0,0,0
254,176,0,0,158
255,-80,0,0,0
256,0,0,0,158
257,-80,0,0,0
258,0,0,0,0
259,176,0,0,158
260,-80,0,0,0
261,0,0,0,158
262,-80,0,0,0
263,0,0,0,158
264,-80,0,0,0
265,0,0,0,0
266,176,0,0,157
267,-80,0,0,157
268,-81,0,0,157
269,-81,0,0,0
270,0,0,0,0
271,175,0,0,157
272,-81,0,0,0
273,0,0,0,0
274,175,0,0,157
275,-81,0,0,0
276,0,0,0,157
277,-82,0,0,157
278,-82,0,0,156
279,-82,102,102,156
280,-82,102,102,0
281,0,0,0,0
282,174,102,102,156
283,-82,102,102,0
284,0,0,0,156
285,-82,102,102,156
286,-82,102,102,0
287,174,102,102,156
288,-82,102,102,0
289,0,102,102,156
290,-82,102,102,0
291,0,0,102,156
292,-82,102,102,0
293,0,0,0,156
294,-82,102,102,156
295,-82,102,102,0
296,174,102,102,156
297,-82,102,102,0
298,0,102,102,156
299,-82,102,102,0
300,0,0,102,156
301,-82,102,102,0
302,0,0,0,156
303,-82,102,102,156
304,-82,102,102,0
305,174,102,102,156
306,-82,102,102,0
307,0,102,102,156
308,-82,102,102,0
309,0,0,102,156
310,-82,102,102,0
311,0,0,0,156
312,-82,102,102,156
313,-82,102,102,0
314,174,102,102,155
315,-82,102,102,155
316,-82,102,102,0
317,0,0,0,0
318,174,102,102,155
319,-82,102,102,155
320,-82,102,102,155
321,-82,102,102,155
322,-82,102,102,0
323,174,102,102,155
324,-82,102,102,155
325,-82,102,102,155
326,-82,102,102,155
327,-82,102,102,155
328,-82,102,102,155
329,-82,102,102,0
330,174,102,102,155
331,-82,102,102,155
332,-82,102,102,155
333,-82,102,102,155
334,-82,102,102,155
335,-82,102,102,154
336,-82,102,102,154
337,-82,102,102,0
338,0,0,0,0
339,174,102,102,154
340,-82,102,102,0
341,173,102,102,154
342,-83,102,102,154
343,-83,102,102,0
344,0,0,0,0
345,173,102,102,154
346,-82,102,102,154
347,-82,102,102,0
348,174,102,102,154
349,-82,102,102,0
350,173,102,102,154
351,-82,102,102,155
352,-82,102,102,155
353,-82,102,102,155
354,-82,102,102,155
355,-82,102,102,0
356,174,102,102,155
357,-82,102,102,156
358,-82,102,102,156
359,-82,102,102,0
360,174,102,102,156
361,-82,102,102,156
362,-82,102,102,0
363,174,102,102,156
364,-82,102,102,156
365,-82,102,102,156
366,-82,102,102,0
367,0,0,102,157
368,-82,102,102,157
369,-82,102,102,0
370,0,0,0,0
371,174,102,102,157
372,-83,102,102,157
373,-83,102,102,0
374,0,0,0,0
375,173,102,102,157
376,-83,102,102,157
377,-84,102,102,157
378,-84,102,102,157
379,-256,0,0,0
380,0,102,102,157
381,-84,102,102,157
382,-84,102,102,157
383,-256,102,102,157
384,-84,102,102,157
385,-84,102,102,157
386,-84,102,102,157
387,-84,102,102,157
388,-256,102,102,157
389,-84,102,102,157
390,-84,102,102,157
391,-85,102,102,157
392,-86,102,102,157
393,-86,0,0,0
394,0,0,102,157
395,-87,102,102,157
396,-88,102,102,157
397,-88,0,0,0
398,0,0,102,157
399,-88,102,102,157
400,-89,102,102,157
401,-89,102,102,157
402,-256,0,0,158
403,-89,102,102,158
404,-89,102,102,0
405,0,0,0,159
406,-89,102,102,160
407,-89,102,102,161
408,-89,102,102,161
409,0,0,0,0
410,0,102,102,161
411,-89,102,102,161
412,0,0,0,0
413,167,102,102,162
414,-89,102,102,162
415,-89,102,102,0
416,0,0,0,0
417,167,102,102,162
418,-89,102,102,162
419,-89,102,102,162
420,-89,102,102,161
421,-89,102,102,161
422,0,0,0,160
423,-89,102,102,160
424,-89,102,102,0
425,0,0,0,0
426,167,102,102,160
427,-89,102,102,160
428,-89,102,102,0
429,167,102,102,160
430,-89,102,102,160
431,-89,102,102,160
432,-89,102,102,160
433,-89,102,102,0
434,167,102,102,160
435,-89,102,102,160
436,-89,102,102,160
437,-89,102,102,160
438,-89,102,102,160
439,-89,102,102,160
440,-89,102,102,160
441,-89,102,102,160
442,-89,102,102,160
443,-89,102,102,161
444,-89,102,102,161
445,0,0,0,0
446,167,102,102,161
447,-89,102,102,161
448,0,0,0,0
449,167,102,102,161
450,-89,102,102,161
451,0,102,102,161
452,-89,102,102,161
453,0,0,0,0
454,167,102,102,161
455,-89,102,102,161
456,0,102,102,161
457,-89,102,102,161
458,0,0,102,161
459,-89,102,102,161
460,0,0,0,161
461,-89,102,102,161
462,0,0,0,0
463,167,102,102,161
464,-89,102,102,161
465,0,102,102,161
466,-89,102,102,161
467,0,0,102,161
468,-89,102,102,161
469,0,0,0,161
470,-89,102,102,161
471,0,0,0,0
472,167,102,102,161
473,-89,102,102,161
474,0,102,102,161
475,-89,102,102,161
476,0,0,102,161
477,-89,102,102,161
478,168,102,102,161
479,-88,102,102,161
480,-256,0,0,0
481,0,102,102,161
482,-88,102,102,161
483,-88,102,102,161
484,-256,102,102,161
485,-88,102,102,161
486,-88,102,102,161
487,-88,102,102,160
488,-88,102,102,160
489,-88,102,102,0
490,0,0,0,0
491,168,102,102,159
492,-88,102,102,159
493,-88,102,102,0
494,0,0,0,158
495,-88,102,102,158
496,-88,102,102,0
497,169,102,102,158
498,-87,102,102,158
499,-87,102,102,0
500,0,0,0,0
501,170,102,102,158
502,-86,102,102,158
503,-256,0,0,0
504,171,102,102,158
505,-85,102,102,158
506,-256,0,0,0
507,0,102,102,158
508,-85,102,102,158
509,-256,0,0,0
510,171,102,102,158
511,-256,0,0,0
512,170,102,102,158
513,-86,102,102,158
514,-256,102,102,160
515,-87,102,102,159
516,-87,102,102,159
517,-87,102,102,158
518,-87,102,102,0
519,0,0,0,0
520,168,102,102,157
521,-89,102,102,156
522,-90,102,102,156
523,-90,102,102,155
524,-91,102,102,155
525,-92,102,102,155
526,-92,0,0,0
527,163,102,102,155
528,-93,102,102,155
529,-256,0,0,0
530,162,102,102,155
531,-94,102,102,155
532,-256,0,0,0
533,0,102,102,155
534,-94,102,102,155
535,-256,0,0,0
536,0,102,102,155
537,-95,102,102,155
538,-94,102,102,155
539,-256,0,102,155
540,-94,102,102,155
541,-256,0,0,0
542,162,102,102,155
543,-256,0,0,0
544,163,102,102,155
545,-93,102,102,155
546,-256,102,102,155
547,-93,102,102,155
548,-92,102,102,155
549,-92,0,0,0
550,164,102,102,155
551,-91,102,102,155
552,-91,102,102,155
553,-256,0,0,0
554,0,102,102,155
555,-90,102,102,155
556,-90,102,102,155
557,-90,102,102,0
558,0,0,0,0
559,166,102,102,155
560,-90,102,102,155
561,-90,102,102,155
562,-90,102,102,155
563,-90,102,102,155
564,-90,102,102,155
565,-90,102,102,155
566,-90,102,102,155
567,-90,102,102,155
568,-90,102,102,155
569,-90,102,102,155
570,-90,102,102,155
571,-90,102,102,155
572,-90,102,102,0
573,166,102,102,155
574,-90,102,102,155
575,-90,102,102,155
576,-90,102,102,155
577,-91,102,102,155
578,-91,102,102,155
579,-92,102,102,155
580,-92,0,0,0
581,164,102,102,155
582,-92,102,102,155
583,-92,0,0,0
584,164,102,102,155
585,-93,102,102,155
586,-93,102,102,155
587,-93,102,102,155
588,-256,102,102,155
589,-94,102,102,155
590,-256,0,102,155
591,-94,102,102,155
592,-256,0,0,0
593,0,102,102,155
594,-94,102,102,155
595,-256,0,102,155
596,-94,102,102,155
597,-256,0,0,155
598,-94,102,102,155
599,-93,102,102,155
600,-93,102,102,155
601,-256,102,102,155
602,-93,102,102,155
603,-92,102,102,155
604,-92,0,0,0
605,164,102,102,155
606,-92,102,102,155
607,-92,0,102,155
608,-92,102,102,155
609,-92,0,0,0
610,165,102,102,155
611,-256,0,0,0
612,0,102,102,156
613,-91,102,102,156
614,-91,102,102,0
615,0,0,0,157
616,-91,102,102,157
617,-90,102,102,157
618,-90,102,102,158
619,-90,102,102,159
620,-90,102,102,160
621,-90,102,102,160
622,0,0,0,161
623,-90,102,102,161
624,-90,102,102,162
625,-90,102,102,163
626,-90,102,102,164
627,-90,102,102,165
628,-90,102,102,165
629,0,0,0,0
630,0,102,102,165
631,-90,102,102,165
632,0,0,0,0
633,166,102,102,164
634,-90,102,102,164
635,-90,102,102,0
636,0,0,0,0
637,166,102,102,164
638,-90,102,102,164
639,-90,102,102,164
640,-90,102,102,164
641,-90,102,102,163
642,-90,102,102,163
643,-90,102,102,0
644,0,0,0,0
645,166,102,102,163
646,-90,102,102,163
647,-90,102,102,0
648,166,102,102,163
649,-90,102,102,163
650,-91,102,102,162
651,-91,102,102,162
652,-91,102,102,0
653,0,0,0,0
654,165,102,102,162
655,-91,102,102,162
656,-91,102,102,162
657,-91,102,102,162
658,-91,102,102,0
659,165,102,102,162
660,-91,102,102,162
661,-91,102,102,162
662,-91,102,102,162
663,-91,102,102,162
664,-91,102,102,162
665,-91,102,102,0
666,165,102,102,162
667,-91,102,102,162
668,-91,102,102,162
669,-91,102,102,161
670,-91,102,102,161
671,-91,102,102,0
672,0,0,0,0
673,165,102,102,161
674,-91,102,102,161
675,-91,102,102,0
676,165,102,102,161
677,-91,102,102,161
678,-91,102,102,161
679,-91,102,102,161
680,-91,102,102,0
681,165,102,102,161
682,-91,102,102,161
683,-91,102,102,161
684,-91,102,102,161
685,-91,102,102,161
686,-90,102,102,161
687,-90,102,102,161
688,-90,102,102,161
689,-90,102,102,161
690,-90,102,102,0
691,166,102,102,161
692,-90,102,102,161
693,-90,102,102,161
694,-90,102,102,161
695,-89,102,102,161
696,-88,102,102,161
697,-256,0,0,0
698,169,102,102,161
699,-86,102,102,162
700,-86,102,102,163
701,-86,102,102,163
702,171,102,102,164
703,-85,102,102,165
704,-85,102,102,167
705,-85,102,102,166
706,-85,102,102,166
707,0,0,0,0
708,0,102,102,166
709,-85,102,102,166
710,0,0,0,0
711,171,102,102,166
712,-85,102,102,166
713,0,0,0,0
714,171,102,102,166
715,-85,102,102,166
716,0,102,102,166
717,-85,102,102,165
718,-85,102,102,165
719,-85,102,102,164
720,-85,102,102,164
721,-85,102,102,0
722,0,0,0,0
723,171,102,102,164
724,-85,102,102,164
725,-85,102,102,0
726,0,0,0,0
727,171,102,102,164
728,-85,102,102,164
729,-86,102,102,164
730,-86,102,102,164
731,-86,102,102,0
732,0,0,0,0
733,171,102,102,164
734,-85,102,102,164
735,-85,102,102,164
736,-85,102,102,0
737,0,0,0,0
738,171,102,102,164
739,-85,102,102,164
740,-85,102,102,164
741,-85,102,102,0
742,0,0,102,164
743,-85,102,102,0
744,0,0,0,0
745,171,102,102,164
746,-85,102,102,164
747,-85,102,102,164
748,-85,102,102,0
749,169,102,102,164
750,-87,102,102,164
751,-87,102,102,0
752,0,0,0,0
753,168,102,102,164
754,-88,102,102,164
755,-89,102,102,164
756,-89,102,102,0
757,166,102,102,164
758,-90,102,102,164
759,-91,102,102,164
760,-92,102,102,164
761,-92,102,102,163
762,-92,102,102,163
763,-93,102,102,163
764,-93,102,102,0
765,162,102,102,163
766,-94,102,102,163
767,-94,102,102,164
768,-94,102,102,164
769,-94,102,102,0
770,0,0,0,0
771,162,102,102,164
772,-94,102,102,164
773,-94,102,102,0
774,162,102,102,164
775,-94,102,102,164
776,-94,102,102,164
777,-94,102,102,164
778,-94,102,102,164
779,-94,102,102,164
780,-94,102,102,164
781,-95,102,102,164
782,-95,102,102,164
783,-256,0,0,0
784,0,102,102,164
785,-95,102,102,164
786,-256,0,0,0
787,0,102,102,164
788,-95,102,102,164
789,-256,0,102,164
790,-95,102,102,164
791,-256,0,0,0
792,0,102,102,164
793,-96,102,102,164
794,-96,102,102,164
795,-97,102,102,164
796,-97,102,102,164
797,-256,0,0,0
798,0,102,102,164
799,-97,102,102,164
800,-97,102,102,164
801,-256,102,102,164
802,-97,102,102,164
803,-97,102,102,164
804,-97,102,102,164
805,-97,102,102,164
806,-256,102,102,164
807,-97,102,102,164
808,-97,102,102,164
809,-97,102,102,164
810,-97,102,102,164
811,-97,102,102,164
812,-97,102,102,164
813,-256,102,102,164
814,-97,102,102,164
815,-97,102,102,164
816,-97,102,102,164
817,-97,102,102,164
818,-97,102,102,164
819,-97,102,102,164
820,-97,102,102,164
821,-97,102,102,164
822,-98,102,102,164
823,-98,102,102,164
824,-256,0,0,0
825,0,102,102,164
826,-98,102,102,164
827,-98,102,102,164
828,-256,102,102,164
829,-98,102,102,164
830,-98,102,102,164
831,-98,102,102,164
832,-98,102,102,164
833,-256,102,102,164
834,-98,102,102,164
835,-98,102,102,164
836,-98,102,102,164
837,-98,102,102,164
838,-97,102,102,164
839,-97,102,102,164
840,-97,102,102,164
841,-97,102,102,164
842,-256,102,102,164
843,-97,102,102,165
844,-97,102,102,164
845,-97,102,102,164
846,-256,102,102,164
847,-97,102,102,164
848,-256,0,102,164
849,-96,102,102,164
850,-96,102,102,164
851,-96,102,102,164
852,-96,102,102,164
853,-95,102,102,164
854,-256,0,0,0
855,0,102,102,164
856,-95,102,102,164
857,-256,0,102,164
858,-95,102,102,164
859,-256,0,0,0
860,0,102,102,164
861,-95,102,102,163
862,-95,102,102,162
863,-95,102,102,162
864,0,0,0,0
865,162,102,102,161
866,-94,102,102,161
867,-94,102,102,0
868,0,0,0,0
869,162,102,102,161
870,-94,102,102,161
871,-94,102,102,161
872,-94,102,102,161
873,-94,102,102,0
874,162,102,102,161
875,-94,102,102,161
876,-94,102,102,161
877,-94,102,102,161
878,-94,102,102,161
879,-94,102,102,161
880,-94,102,102,161
881,-94,102,102,161
882,-94,102,102,161
883,-94,102,102,161
884,-94,102,102,161
885,-94,102,102,161
886,-94,102,102,161
887,-94,102,102,0
888,162,102,102,161
889,-94,102,102,161
890,-94,102,102,161
891,-94,102,102,161
892,-94,102,102,161
893,-94,102,102,161
894,-93,102,102,161
895,-93,102,102,161
896,-93,102,102,0
897,0,0,0,0
898,163,102,102,161
899,-93,102,102,161
900,-93,102,102,161
901,-93,102,102,161
902,-93,102,102,161
903,-93,102,102,161
904,-93,102,102,161
905,-93,102,102,161
906,-93,102,102,161
907,-93,102,102,161
908,-93,102,102,161
909,-93,102,102,161
910,-93,102,102,161
911,-93,102,102,161
912,-93,102,102,161
913,-93,102,102,161
914,-93,102,102,162
915,-93,102,102,162
916,-93,102,102,0
917,0,0,0,0
918,163,102,102,162
919,-93,102,102,0
920,0,0,0,0
921,163,102,102,162
922,-93,102,102,0
923,0,102,102,162
924,-93,102,102,0
925,0,0,0,0
926,163,102,102,162
927,-93,102,102,0
928,0,102,102,162
929,-93,102,102,0
930,0,0,102,162
931,-93,102,102,162
932,-93,102,102,0
933,0,102,102,162
934,-94,102,102,162
935,-94,102,102,162
936,-94,102,102,0
937,0,0,0,161
938,-95,102,102,161
939,-95,102,102,0
940,0,0,0,0
941,161,102,102,161
942,-95,102,102,161
943,-95,102,102,162
944,-95,102,102,162
945,0,0,0,0
946,161,102,102,162
947,-95,102,102,162
948,0,0,0,0
949,161,102,102,162
950,-94,102,102,162
951,-94,102,102,162
952,-94,102,102,162
953,-93,102,102,0
954,0,0,102,162
955,-93,102,102,162
956,-92,102,102,162
957,-91,102,102,162
958,-91,102,102,0
959,166,102,102,162
960,-89,102,102,162
961,-88,102,102,162
962,-87,102,102,162
963,-86,102,102,162
964,-85,102,102,162
965,-84,102,102,162
966,-84,102,102,0
967,0,0,0,163
968,-84,102,102,163
969,-84,102,102,0
970,0,0,0,0
971,172,102,102,163
972,-84,102,102,163
973,-84,102,102,0
974,172,102,102,163
975,-84,102,102,163
976,-84,102,102,163
977,-84,102,102,163
978,-84,102,102,0
979,172,102,102,163
980,-84,102,102,163
981,-84,102,102,163
982,-84,102,102,162
983,-84,102,102,0
984,171,102,102,162
985,-85,102,102,162
986,-85,102,102,161
987,-85,102,102,161
988,-85,102,102,0
989,0,101,101,160
990,-85,99,99,160
991,-85,97,97,159
992,-85,95,95,159
993,-85,94,94,159
994,-85,93,93,159
995,-85,91,91,158
996,-85,90,90,158
997,-85,89,89,158
998,-85,86,86,158
999,-85,85,85,158
1000,-85,82,82,158
1001,-85,81,81,158
1002,-85,78,78,158
1003,-85,77,77,158
1004,-86,77,77,158
1005,-86,79,79,158
1006,-86,79,79,158
1007,-87,80,80,158
1008,-87,81,81,158
1009,-88,81,81,158
1010,-88,82,82,158
1011,-88,83,83,158
1012,-88,83,83,158
1013,-89,83,83,159
1014,-89,84,84,159
1015,-89,85,85,159
1016,-90,86,86,159
1017,-90,87,87,159
1018,-90,88,88,159
1019,-90,89,89,159
1020,-90,90,90,159
1021,-90,92,92,159
1022,-90,93,93,159
1023,-90,94,94,159
1024,-90,95,95,159
1025,-90,96,96,159
1026,-90,97,97,160
1027,-90,98,98,160
1028,-90,99,99,160
1029,-90,100,100,160
1030,-90,101,101,159
1031,-90,102,102,159
1032,-90,103,103,159
1033,-89,105,105,159
1034,-89,105,105,0
1035,0,0,0,0
1036,-89,106,106,159
1037,-89,106,106,159
1038,-89,0,0,0
1039,0,0,106,159
1040,-89,106,106,159
1041,-89,0,0,159
1042,-89,106,106,159
1043,-89,107,107,159
1044,-89,107,107,159
1045,-89,108,108,159
1046,-89,108,108,158
1047,-89,108,108,159
1048,-89,109,109,159
1049,-89,109,109,160
1050,-89,110,110,160
1051,-88,110,110,160
1052,-88,111,111,160
1053,-88,113,113,160
1054,-88,113,113,0
1055,0,114,114,160
1056,-88,114,114,160
1057,-88,115,115,160
1058,-88,116,116,159
1059,-88,116,116,159
1060,-88,116,0,0
1061,0,0,0,159
1062,-88,117,117,159
1063,-88,117,117,159
1064,-88,0,0,0
1065,0,0,117,159
1066,-88,117,117,160
1067,-88,117,117,160
1068,-88,117,117,0
1069,0,0,0,0
1070,168,116,116,160
1071,-88,116,116,160
1072,-88,116,116,0
1073,0,0,0,0
1074,168,116,116,160
1075,-88,116,116,161
1076,-88,116,116,161
1077,-88,116,116,0
1078,0,0,0,0
1079,168,117,117,161
1080,-88,117,117,160
1081,-88,117,117,0
1082,0,0,0,0
1083,168,117,117,160
1084,-88,118,118,160
1085,-88,118,118,160
1086,-88,0,0,0
1087,0,0,118,160
1088,-88,118,118,159
1089,-88,118,118,159
1090,-88,118,118,0
1091,0,0,0,158
1092,-88,118,118,158
1093,-88,118,118,157
1094,-88,118,118,157
1095,-88,118,118,0
1096,0,0,0,0
1097,168,118,118,156
1098,-88,118,118,156
1099,-256,0,0,0
1100,0,119,119,156
1101,-88,119,119,156
1102,-88,120,120,156
1103,-88,121,121,155
1104,-88,122,122,155
1105,-88,123,123,155
1106,-88,123,123,0
1107,0,0,0,0
1108,-88,123,123,155
1109,-88,123,123,0
1110,0,0,123,155
1111,-88,123,123,0
1112,0,0,0,155
1113,-88,123,123,155
1114,-88,123,123,0
1115,0,123,123,155
1116,-88,123,123,0
1117,0,0,0,155
1118,-88,123,123,155
1119,-88,123,123,0
1120,168,123,123,155
1121,-88,123,123,0
1122,0,0,123,155
1123,-87,123,123,155
1124,-87,123,123,155
1125,-87,123,123,155
1126,-256,0,0,0
1127,0,123,123,155
1128,-87,123,123,155
1129,-87,124,124,155
1130,-87,124,124,155
1131,-87,125,125,155
1132,-87,126,126,155
1133,-87,126,126,0
1134,0,0,0,0
1135,-87,127,127,155
1136,-87,127,127,155
1137,-87,128,128,155
1138,-87,128,128,155
1139,-87,129,129,155
1140,-87,129,129,155
1141,-87,130,130,155
1142,-87,131,131,155
1143,-87,132,132,155
1144,-87,132,132,155
1145,-87,133,133,155
1146,-87,134,134,155
1147,-87,134,134,0
1148,0,135,135,155
1149,-87,135,135,155
1150,-87,136,136,155
1151,-87,136,136,156
1152,-87,137,137,156
1153,-87,138,138,156
1154,-87,138,138,0
1155,0,139,139,156
1156,-87,140,140,156
1157,-87,140,140,0
1158,0,141,141,155
1159,-87,142,142,155
1160,-87,144,144,155
1161,-87,145,145,155
1162,-87,145,145,0
1163,0,0,0,0
1164,-87,143,143,155
1165,-87,143,143,155
1166,-87,0,0,0
1167,0,0,143,155
1168,-87,143,143,155
1169,-87,143,143,155
1170,-87,0,143,155
1171,-87,143,143,155
1172,-87,143,143,155
1173,-87,143,143,155
1174,-87,142,142,155
1175,-87,142,142,155
1176,-87,0,0,0
1177,0,0,142,155
1178,-87,142,142,155
1179,-87,142,142,155
1180,-87,0,142,155
1181,-87,142,142,155
1182,-87,142,142,155
1183,-87,142,142,155
1184,-87,142,142,154
1185,-87,142,142,154
1186,-87,142,142,0
1187,0,0,0,0
1188,169,142,142,154
1189,-87,142,142,154
1190,-88,142,142,154
1191,-88,143,143,154
1192,-88,143,143,154
1193,-256,144,144,154
1194,-88,145,145,154
1195,-88,145,145,0
1196,0,146,146,154
1197,-88,146,146,154
1198,-88,0,0,155
1199,-88,146,146,155
1200,-88,147,147,155
1201,-88,147,147,155
1202,-88,148,148,155
1203,-88,149,149,155
1204,-88,149,149,0
1205,0,0,0,0
1206,-88,149,149,155
1207,-88,149,149,156
1208,-88,149,149,156
1209,-88,150,150,156
1210,-88,150,150,156
1211,-88,0,0,0
1212,0,0,150,156
1213,-88,150,150,156
1214,-88,0,0,156
1215,-88,150,150,156
1216,-88,150,150,156
1217,-88,150,150,156
1218,-88,150,150,156
1219,-88,0,0,156
1220,-88,150,150,156
1221,-88,150,150,156
1222,-88,150,150,156
1223,-88,150,150,156
1224,-88,150,150,156
1225,-87,150,150,156
1226,-87,150,150,156
1227,-256,0,0,0
1228,0,150,150,156
1229,-87,150,150,156
1230,-87,149,149,156
1231,-87,149,149,156
1232,-87,0,0,0
1233,0,0,149,156
1234,-87,149,149,156
1235,-87,149,149,156
1236,-87,0,149,156
1237,-87,149,149,156
1238,-87,149,149,156
1239,-87,149,149,156
1240,-87,0,0,0
1241,169,149,149,156
1242,-87,149,149,156
1243,-87,149,149,156
1244,-87,149,149,156
1245,-87,0,0,0
1246,168,149,149,156
1247,-88,149,149,156
1248,-256,0,0,0
1249,0,149,149,156
1250,-88,149,149,156
1251,-88,149,149,156
1252,-256,149,149,156
1253,-88,149,149,156
1254,-88,149,149,156
1255,-88,149,149,156
1256,-88,149,149,156
1257,-256,149,149,156
1258,-88,149,149,156
1259,-88,149,149,156
1260,-88,149,149,156
1261,-88,149,149,156
1262,-87,149,149,157
1263,-87,149,149,157
1264,-87,149,149,158
1265,-86,149,149,158
1266,-86,149,149,159
1267,-85,149,149,159
1268,-85,149,149,0
1269,0,0,0,0
1270,172,149,149,159
1271,-84,149,149,160
1272,-83,149,149,160
1273,-83,0,0,0
