index,v0,v1,v2,v3
164,0,0,0,0
165,0,0,0,116
166,-132,0,0,116
167,0,0,0,116
168,-132,0,0,116
169,0,0,0,116
170,-132,0,0,116
171,0,0,0,0
172,-132,0,0,116
173,0,0,0,0
174,0,0,0,116
175,-132,0,0,116
176,0,0,0,116
177,-132,0,0,116
178,0,0,0,116
179,-132,0,0,116
180,0,0,0,0
181,-132,0,0,116
182,0,0,0,0
183,0,0,0,116
184,-132,0,0,116
185,0,0,0,116
186,-132,0,0,116
187,0,0,0,116
188,-132,0,0,116
189,0,0,0,0
190,-132,0,0,116
191,0,0,0,0
192,0,0,0,116
193,-132,0,0,116
194,0,0,0,116
195,-132,0,0,116
196,0,0,0,116
197,-132,0,0,116
198,0,0,0,0
199,-132,0,0,116
200,0,0,0,0
201,0,0,0,116
202,-132,0,0,116
203,0,0,0,116
204,-132,0,0,116
205,0,0,0,116
206,-132,0,0,116
207,0,0,0,0
208,-132,0,0,116
209,0,0,0,0
210,0,0,0,116
211,-132,0,0,116
212,0,0,0,116
213,-132,0,0,116
214,0,0,0,116
215,-132,0,0,116
216,0,0,0,0
217,-132,0,0,116
218,0,0,0,0
219,0,0,0,116
220,-132,0,0,116
221,0,0,0,116
222,-132,0,0,116
223,0,0,0,116
224,-132,0,0,116
225,0,0,0,0
226,-132,0,0,116
227,0,0,0,0
228,0,0,0,116
229,-132,0,0,116
230,0,0,0,116
231,-132,0,0,116
232,0,0,0,116
233,-132,0,0,116
234,0,0,0,0
235,-132,0,0,116
236,0,0,0,0
237,0,0,0,116
238,-132,0,0,116
239,0,0,0,116
240,-132,0,0,116
241,0,0,0,116
242,-132,0,0,116
243,0,0,0,0
244,-132,0,0,116
245,0,0,0,0
246,0,0,0,116
247,-132,0,0,116
248,0,0,0,116
249,-132,0,0,116
250,0,0,0,116
251,-132,0,0,116
252,0,0,0,0
253,-132,0,0,116
254,0,0,0,0
255,0,0,0,116
256,-132,0,0,116
257,0,0,0,116
258,-132,0,0,116
259,0,0,0,116
260,-132,0,0,116
261,0,0,0,0
262,-132,0,0,116
263,0,0,0,0
264,0,0,0,116
265,-132,0,0,116
266,0,0,0,116
267,-132,0,0,116
268,0,0,0,116
269,-132,0,0,116
270,0,0,0,0
271,-132,0,0,116
272,0,0,0,0
273,0,0,0,116
274,-132,0,0,116
275,0,0,0,116
276,-132,0,0,116
277,0,0,0,116
278,-132,0,0,116
279,0,102,102,116
280,-132,102,102,116
281,-132,0,0,0
282,0,0,102,116
283,-132,102,102,116
284,-132,0,0,116
285,-132,102,102,116
286,-132,102,102,116
287,-132,0,102,116
288,-132,102,102,116
289,-132,0,0,116
290,-132,102,102,116
291,-132,102,102,116
292,-132,102,102,116
293,-132,102,102,116
294,-132,0,0,116
295,-132,102,102,116
296,-132,102,102,116
297,-132,102,102,116
298,-132,102,102,116
299,-132,102,102,116
300,-132,102,102,116
301,-132,0,102,116
302,-132,102,102,116
303,-132,0,0,116
304,-132,102,102,116
305,-132,102,102,116
306,-132,102,102,116
307,-132,102,102,116
308,-132,102,102,116
309,-132,102,102,116
310,-132,0,102,116
311,-132,102,102,116
312,-132,0,0,116
313,-132,102,102,116
314,-132,102,102,116
315,-132,102,102,116
316,-132,102,102,116
317,-132,102,102,116
318,-132,102,102,116
319,-132,0,102,116
320,-132,102,102,116
321,-132,0,0,116
322,-132,102,102,116
323,-132,102,102,116
324,-132,102,102,116
325,-132,102,102,116
326,-132,102,102,116
327,-132,102,102,116
328,-132,0,102,116
329,-132,102,102,116
330,-132,0,0,116
331,-132,102,102,116
332,-132,102,102,116
333,-132,102,102,116
334,-132,102,102,116
335,-132,102,102,116
336,-132,102,102,116
337,-132,0,102,116
338,-132,102,102,116
339,-132,0,0,116
340,-132,102,102,116
341,-132,102,102,116
342,-132,102,102,116
343,-132,102,102,116
344,-132,102,102,116
345,-132,102,102,116
346,-132,0,102,116
347,-132,102,102,116
348,-132,0,0,116
349,-132,102,102,116
350,-132,102,102,116
351,-132,102,102,116
352,-132,102,102,116
353,-132,102,102,116
354,-132,102,102,116
355,-132,0,102,116
356,-132,102,102,116
357,-132,0,0,116
358,-132,102,102,116
359,-132,102,102,116
360,-132,102,102,116
361,-132,102,102,116
362,-132,102,102,116
363,-132,102,102,116
364,-132,0,102,116
365,-132,102,102,116
366,-132,0,0,116
367,-132,102,102,116
368,-132,102,102,116
369,-132,102,102,116
370,-132,102,102,116
371,-132,102,102,116
372,-132,102,102,116
373,-132,0,102,116
374,-132,102,102,116
375,-132,0,0,116
376,-132,102,102,116
377,-132,102,102,116
378,-132,102,102,116
379,-132,102,102,116
380,-132,102,102,116
381,-132,102,102,116
382,-132,0,102,116
383,-132,102,102,116
384,-132,0,0,116
385,-132,102,102,116
386,-132,102,102,116
387,-132,102,102,116
388,-132,102,102,116
389,-132,102,102,116
390,-132,102,102,116
391,-132,0,102,116
392,-132,102,102,116
393,-132,0,0,116
394,-132,102,102,116
395,-132,102,102,116
396,-132,102,102,116
397,-132,102,102,116
398,-132,102,102,116
399,-132,102,102,116
400,-132,0,102,116
401,-132,102,102,116
402,-132,0,0,116
403,-132,102,102,116
404,-132,102,102,116
405,-132,102,102,116
406,-132,102,102,116
407,-132,102,102,116
408,-132,102,102,116
409,-132,0,102,116
410,-132,102,102,116
411,-132,0,0,116
412,-132,102,102,116
413,-132,102,102,116
414,-132,102,102,116
415,-132,102,102,116
416,-132,102,102,116
417,-132,102,102,116
418,-132,0,102,116
419,-132,102,102,116
420,-132,0,0,116
421,-132,102,102,116
422,-132,102,102,116
423,-132,102,102,116
424,-132,102,102,116
425,-132,102,102,116
426,-132,102,102,116
427,-132,0,102,116
428,-132,102,102,116
429,-132,0,0,116
430,-132,102,102,116
431,-132,102,102,116
432,-132,102,102,116
433,-132,102,102,116
434,-132,102,102,116
435,-132,102,102,116
436,-132,0,102,116
437,-132,102,102,116
438,-132,0,0,116
439,-132,102,102,116
440,-132,102,102,116
441,-132,102,102,116
442,-132,102,102,116
443,-132,102,102,116
444,-132,102,102,116
445,-132,0,102,116
446,-132,102,102,116
447,-132,0,0,116
448,-132,102,102,116
449,-132,102,102,116
450,-132,102,102,116
451,-132,102,102,116
452,-132,102,102,116
453,-132,102,102,116
454,-132,0,102,116
455,-132,102,102,116
456,-132,0,0,116
457,-132,102,102,116
458,-132,102,102,116
459,-132,102,102,116
460,-132,102,102,116
461,-132,102,102,116
462,-132,102,102,116
463,-132,0,102,116
464,-132,102,102,116
465,-132,0,0,116
466,-132,102,102,116
467,-132,102,102,116
468,-132,102,102,116
469,-132,102,102,116
470,-132,102,102,116
471,-132,102,102,116
472,-132,0,102,116
473,-132,102,102,116
474,-132,0,0,116
475,-132,102,102,116
476,-132,102,102,116
477,-132,102,102,116
478,-132,102,102,116
479,-132,102,102,116
480,-132,102,102,116
481,-132,0,102,116
482,-132,102,102,116
483,-132,0,0,116
484,-132,102,102,116
485,-132,102,102,116
486,-132,102,102,116
487,-132,102,102,116
488,-132,102,102,116
489,-132,102,102,116
490,-132,0,102,116
491,-132,102,102,116
492,-132,0,0,116
493,-132,102,102,116
494,-132,102,102,116
495,-132,102,102,116
496,-132,102,102,116
497,-132,102,102,116
498,-132,102,102,116
499,-132,0,102,116
500,-132,102,102,116
501,-132,0,0,116
502,-132,102,102,116
503,-132,102,102,116
504,-132,102,102,116
505,-132,102,102,116
506,-132,102,102,116
507,-132,102,102,116
508,-132,0,102,116
509,-132,102,102,116
510,-132,0,0,116
511,-132,102,102,116
512,-132,102,102,116
513,-132,102,102,116
514,-132,102,102,116
515,-132,102,102,116
516,-132,102,102,116
517,-132,0,102,116
518,-132,102,102,116
519,-132,0,0,116
520,-132,102,102,116
521,-132,102,102,116
522,-132,102,102,116
523,-132,102,102,116
524,-132,102,102,116
525,-132,102,102,116
526,-132,0,102,116
527,-132,102,102,116
528,-132,0,0,116
529,-132,102,102,116
530,-132,102,102,116
531,-132,102,102,116
532,-132,102,102,116
533,-132,102,102,116
534,-132,102,102,116
535,-132,0,102,116
536,-132,102,102,116
537,-132,0,0,116
538,-132,102,102,116
539,-132,102,102,116
540,-132,102,102,116
541,-132,102,102,116
542,-132,102,102,116
543,-132,102,102,116
544,-132,0,102,116
545,-132,102,102,116
546,-132,0,0,116
547,-132,102,102,116
548,-132,102,102,116
549,-132,102,102,116
550,-132,102,102,116
551,-132,102,102,116
552,-132,102,102,116
553,-132,0,102,116
554,-132,102,102,116
555,-132,0,0,116
556,-132,102,102,116
557,-132,102,102,116
558,-132,102,102,116
559,-132,102,102,116
560,-132,102,102,116
561,-132,102,102,116
562,-132,0,102,116
563,-132,102,102,116
564,-132,0,0,116
565,-132,102,102,116
566,-132,102,102,116
567,-132,102,102,116
568,-132,102,102,116
569,-132,102,102,116
570,-132,102,102,116
571,-132,0,102,116
572,-132,102,102,116
573,-132,0,0,116
574,-132,102,102,116
575,-132,102,102,116
576,-132,102,102,116
577,-132,102,102,116
578,-132,102,102,116
579,-132,102,102,116
580,-132,0,102,116
581,-132,102,102,116
582,-132,0,0,116
583,-132,102,102,116
584,-132,102,102,116
585,-132,102,102,116
586,-132,102,102,116
587,-132,102,102,116
588,-132,102,102,116
589,-132,0,102,116
590,-132,102,102,116
591,-132,0,0,116
592,-132,102,102,116
593,-132,102,102,116
594,-132,102,102,116
595,-132,102,102,116
596,-132,102,102,116
597,-132,102,102,116
598,-132,0,102,116
599,-132,102,102,116
600,-132,0,0,116
601,-132,102,102,116
602,-132,102,102,116
603,-132,102,102,116
604,-132,102,102,116
605,-132,102,102,116
606,-132,102,102,116
607,-132,0,102,116
608,-132,102,102,116
609,-132,0,0,116
610,-132,102,102,116
611,-132,102,102,116
612,-132,102,102,116
613,-132,102,102,116
614,-132,102,102,116
615,-132,102,102,116
616,-132,0,102,116
617,-132,102,102,116
618,-132,0,0,116
619,-132,102,102,116
620,-132,102,102,116
621,-132,102,102,116
622,-132,102,102,116
623,-132,102,102,116
624,-132,102,102,116
625,-132,0,102,116
626,-132,102,102,116
627,-132,0,0,116
628,-132,102,102,116
629,-132,102,102,116
630,-132,102,102,116
631,-132,102,102,116
632,-132,102,102,116
633,-132,102,102,116
634,-132,0,102,116
635,-132,102,102,116
636,-132,0,0,116
637,-132,102,102,116
638,-132,102,102,116
639,-132,102,102,116
640,-132,102,102,116
641,-132,102,102,116
642,-132,102,102,116
643,-132,0,102,116
644,-132,102,102,116
645,-132,0,0,116
646,-132,102,102,116
647,-132,102,102,116
648,-132,102,102,116
649,-132,102,102,116
650,-132,102,102,116
651,-132,102,102,116
652,-132,0,102,116
653,-132,102,102,116
654,-132,0,0,116
655,-132,102,102,116
656,-132,102,102,116
657,-132,102,102,116
658,-132,102,102,116
659,-132,102,102,116
660,-132,102,102,116
661,-132,0,102,116
662,-132,102,102,116
663,-132,0,0,116
664,-132,102,102,116
665,-132,102,102,116
666,-132,102,102,116
667,-132,102,102,116
668,-132,102,102,116
669,-132,102,102,116
670,-132,0,102,116
671,-132,102,102,116
672,-132,0,0,116
673,-132,102,102,116
674,-132,102,102,116
675,-132,102,102,116
676,-132,102,102,116
677,-132,102,102,116
678,-132,102,102,116
679,-132,0,102,116
680,-132,102,102,116
681,-132,0,0,116
682,-132,102,102,116
683,-132,102,102,116
684,-132,102,102,116
685,-132,102,102,116
686,-132,102,102,116
687,-132,102,102,116
688,-132,0,102,116
689,-132,102,102,116
690,-132,0,0,116
691,-132,102,102,116
692,-132,102,102,116
693,-132,102,102,116
694,-132,102,102,116
695,-132,102,102,116
696,-132,102,102,116
697,-132,0,102,116
698,-132,102,102,116
699,-132,0,0,116
700,-132,102,102,116
701,-132,102,102,116
702,-132,102,102,116
703,-132,102,102,116
704,-132,102,102,116
705,-132,102,102,116
706,-132,0,102,116
707,-132,102,102,116
708,-132,0,0,116
709,-132,102,102,116
710,-132,102,102,116
711,-132,102,102,116
712,-132,102,102,116
713,-132,102,102,116
714,-132,102,102,116
715,-132,0,102,116
716,-132,102,102,116
717,-132,0,0,116
718,-132,102,102,116
719,-132,102,102,116
720,-132,102,102,116
721,-132,102,102,116
722,-132,102,102,116
723,-132,102,102,116
724,-132,0,102,116
725,-132,102,102,116
726,-132,0,0,116
727,-132,102,102,116
728,-132,102,102,116
729,-132,102,102,116
730,-132,102,102,116
731,-132,102,102,116
732,-132,102,102,116
733,-132,0,102,116
734,-132,102,102,116
735,-132,0,0,116
736,-132,102,102,116
737,-132,102,102,116
738,-132,102,102,116
739,-132,102,102,116
740,-132,102,102,116
741,-132,102,102,116
742,-132,0,102,116
743,-132,102,102,116
744,-132,0,0,116
745,-132,102,102,116
746,-132,102,102,116
747,-132,102,102,116
748,-132,102,102,116
749,-132,102,102,116
750,-132,102,102,116
751,-132,0,102,116
752,-132,102,102,116
753,-132,0,0,116
754,-132,102,102,116
755,-132,102,102,116
756,-132,102,102,116
757,-132,102,102,116
758,-132,102,102,116
759,-132,102,102,116
760,-132,0,102,116
761,-132,102,102,116
762,-132,0,0,116
763,-132,102,102,116
764,-132,102,102,116
765,-132,102,102,116
766,-132,102,102,116
767,-132,102,102,116
768,-132,102,102,116
769,-132,0,102,116
770,-132,102,102,116
771,-132,0,0,116
772,-132,102,102,116
773,-132,102,102,116
774,-132,102,102,116
775,-132,102,102,116
776,-132,102,102,116
777,-132,102,102,116
778,-132,0,102,116
779,-132,102,102,116
780,-132,0,0,116
781,-132,102,102,116
782,-132,102,102,116
783,-132,102,102,116
784,-132,102,102,116
785,-132,102,102,116
786,-132,102,102,116
787,-132,0,102,116
788,-132,102,102,116
789,-132,0,0,116
790,-132,102,102,116
791,-132,102,102,116
792,-132,102,102,116
793,-132,102,102,116
794,-132,102,102,116
795,-132,102,102,116
796,-132,0,102,116
797,-132,102,102,116
798,-132,0,0,116
799,-132,102,102,116
800,-132,102,102,116
801,-132,102,102,116
802,-132,102,102,116
803,-132,102,102,116
804,-132,102,102,116
805,-132,0,102,116
806,-132,102,102,116
807,-132,0,0,116
808,-132,102,102,116
809,-132,102,102,116
810,-132,102,102,116
811,-132,102,102,116
812,-132,102,102,116
813,-132,102,102,116
814,-132,0,102,116
815,-132,102,102,116
816,-132,0,0,116
817,-132,102,102,116
818,-132,102,102,116
819,-132,102,102,116
820,-132,102,102,116
821,-132,102,102,116
822,-132,102,102,116
823,-132,0,102,116
824,-132,102,102,116
825,-132,0,0,116
826,-132,102,102,116
827,-132,102,102,116
828,-132,102,102,116
829,-132,102,102,116
830,-132,102,102,116
831,-132,102,102,116
832,-132,0,102,116
833,-132,102,102,116
834,-132,0,0,116
835,-132,102,102,116
836,-132,102,102,116
837,-132,102,102,116
838,-132,102,102,116
839,-132,102,102,116
840,-132,102,102,116
841,-132,0,102,116
842,-132,102,102,116
843,-132,0,0,116
844,-132,102,102,116
845,-132,102,102,116
846,-132,102,102,116
847,-132,102,102,116
848,-132,102,102,116
849,-132,102,102,116
850,-132,0,102,116
851,-132,102,102,116
852,-132,0,0,116
853,-132,102,102,116
854,-132,102,102,116
855,-132,102,102,116
856,-132,102,102,116
857,-132,102,102,116
858,-132,102,102,116
859,-132,0,102,116
860,-132,102,102,116
861,-132,0,0,116
862,-132,102,102,116
863,-132,102,102,116
864,-132,102,102,116
865,-132,102,102,116
866,-132,102,102,116
867,-132,102,102,116
868,-132,0,102,116
869,-132,102,102,116
870,-132,0,0,116
871,-132,102,102,116
872,-132,102,102,116
873,-132,102,102,116
874,-132,102,102,116
875,-132,102,102,116
876,-132,102,102,116
877,-132,0,102,116
878,-132,102,102,116
879,-132,0,0,116
880,-132,102,102,116
881,-132,102,102,116
882,-132,102,102,116
883,-132,102,102,116
884,-132,102,102,116
885,-132,102,102,116
886,-132,0,102,116
887,-132,102,102,116
888,-132,0,0,116
889,-132,102,102,116
890,-132,102,102,116
891,-132,102,102,116
892,-132,102,102,116
893,-132,102,102,116
894,-132,102,102,116
895,-132,0,102,116
896,-132,102,102,116
897,-132,0,0,116
898,-132,102,102,116
899,-132,102,102,116
900,-132,102,102,116
901,-132,102,102,116
902,-132,102,102,116
903,-132,102,102,116
904,-132,0,102,116
905,-132,102,102,116
906,-132,0,0,116
907,-132,102,102,116
908,-132,102,102,116
909,-132,102,102,116
910,-132,102,102,116
911,-132,102,102,116
912,-132,102,102,116
913,-132,0,102,116
914,-132,102,102,116
915,-132,0,0,116
916,-132,102,102,116
917,-132,102,102,116
918,-132,102,102,116
919,-132,102,102,116
920,-132,102,102,116
921,-132,102,102,116
922,-132,0,102,116
923,-132,102,102,116
924,-132,0,0,116
925,-132,102,102,116
926,-132,102,102,116
927,-132,102,102,116
928,-132,102,102,116
929,-132,102,102,116
930,-132,102,102,116
931,-132,0,102,116
932,-132,102,102,116
933,-132,0,0,116
934,-132,102,102,116
935,-132,102,102,116
936,-132,102,102,116
937,-132,102,102,116
938,-132,102,102,116
939,-132,102,102,116
940,-132,0,102,116
941,-132,102,102,116
942,-132,0,0,116
943,-132,102,102,116
944,-132,102,102,116
945,-132,102,102,116
946,-132,102,102,116
947,-132,102,102,116
948,-132,102,102,116
949,-132,0,102,116
950,-132,102,102,116
951,-132,0,0,116
952,-132,102,102,116
953,-132,102,102,116
954,-132,102,102,116
955,-132,102,102,116
956,-132,102,102,116
957,-132,102,102,116
958,-132,0,102,116
959,-132,102,102,116
960,-132,0,0,116
961,-132,102,102,116
962,-132,102,102,116
963,-132,102,102,116
964,-132,102,102,116
965,-132,102,102,116
966,-132,102,102,116
967,-132,0,102,116
968,-132,102,102,116
969,-132,0,0,116
970,-132,102,102,116
971,-132,102,102,116
972,-132,102,102,116
973,-132,102,102,116
974,-132,102,102,116
975,-132,102,102,116
976,-132,0,102,116
977,-132,102,102,116
978,-132,0,0,116
979,-132,102,102,116
980,-132,102,102,116
981,-132,102,102,116
982,-132,102,102,116
983,-132,102,102,116
984,-132,102,102,116
985,-132,0,102,116
986,-132,102,102,116
987,-132,0,0,116
988,-132,102,102,116
989,-132,102,102,116
990,-132,102,102,116
991,-132,102,102,116
992,-132,102,102,116
993,-132,102,102,116
994,-132,0,102,116
995,-132,102,102,116
996,-132,0,0,116
997,-132,102,102,116
998,-132,102,102,116
999,-132,102,102,116
1000,-132,102,102,116
1001,-132,102,102,116
1002,-132,102,102,116
1003,-132,0,102,116
1004,-132,102,102,116
1005,-132,0,0,116
1006,-132,102,102,116
1007,-132,102,102,116
1008,-132,102,102,116
1009,-132,102,102,116
1010,-132,102,102,116
1011,-132,102,102,116
1012,-132,0,102,116
1013,-132,102,102,116
1014,-132,0,0,116
1015,-132,102,102,116
1016,-132,102,102,116
1017,-132,102,102,116
1018,-132,102,102,116
1019,-132,102,102,116
1020,-132,102,102,116
1021,-132,0,102,116
1022,-132,102,102,116
1023,-132,0,0,116
1024,-132,102,102,116
1025,-132,102,102,116
1026,-132,102,102,116
1027,-132,102,102,116
1028,-132,102,102,116
1029,-132,102,102,116
1030,-132,0,102,116
1031,-132,102,102,116
1032,-132,0,0,116
1033,-132,102,102,116
1034,-132,102,102,116
1035,-132,102,102,116
1036,-132,102,102,116
1037,-132,102,102,116
1038,-132,102,102,116
1039,-132,0,102,116
1040,-132,102,102,116
1041,-132,0,0,116
1042,-132,102,102,116
1043,-132,102,102,116
1044,-132,102,102,116
1045,-132,102,102,116
1046,-132,102,102,116
1047,-132,102,102,116
1048,-132,0,102,116
1049,-132,102,102,116
1050,-132,0,0,116
1051,-132,102,102,116
1052,-132,102,102,116
1053,-132,102,102,116
1054,-132,102,102,116
1055,-132,102,102,116
1056,-132,102,102,116
1057,-132,0,102,116
1058,-132,102,102,116
1059,-132,0,0,116
1060,-132,102,102,116
1061,-132,102,102,116
1062,-132,102,102,116
1063,-132,102,102,116
1064,-132,102,102,116
1065,-132,102,102,116
1066,-132,0,102,116
1067,-132,102,102,116
1068,-132,0,0,116
1069,-132,102,102,116
1070,-132,102,102,116
1071,-132,102,102,116
1072,-132,102,102,116
1073,-132,102,102,116
1074,-132,102,102,116
1075,-132,0,102,116
1076,-132,102,102,116
1077,-132,0,0,116
1078,-132,102,102,116
1079,-132,102,102,116
1080,-132,102,102,116
1081,-132,102,102,116
1082,-132,102,102,116
1083,-132,102,102,116
1084,-132,0,102,116
1085,-132,102,102,116
1086,-132,0,0,116
1087,-132,102,102,116
1088,-132,102,102,116
1089,-132,102,102,116
1090,-132,102,102,116
1091,-132,102,102,116
1092,-132,102,102,116
1093,-132,0,102,116
1094,-132,102,102,116
1095,-132,0,0,116
1096,-132,102,102,116
1097,-132,102,102,116
1098,-132,102,102,116
1099,-132,102,102,116
1100,-132,102,102,116
1101,-132,102,102,116
1102,-132,0,102,116
1103,-132,102,102,116
1104,-132,0,0,116
1105,-132,102,102,116
1106,-132,102,102,116
1107,-132,102,102,116
1108,-132,102,102,116
1109,-132,102,102,116
1110,-132,102,102,116
1111,-132,0,102,116
1112,-132,102,102,116
1113,-132,0,0,116
1114,-132,102,102,116
1115,-132,102,102,116
1116,-132,102,102,116
1117,-132,102,102,116
1118,-132,102,102,116
1119,-132,102,102,116
1120,-132,0,102,116
1121,-132,102,102,116
1122,-132,0,0,116
1123,-132,102,102,116
1124,-132,102,102,116
1125,-132,102,102,116
1126,-132,102,102,116
1127,-132,102,102,116
1128,-132,102,102,116
1129,-132,0,102,116
1130,-132,102,102,116
1131,-132,0,0,116
1132,-132,102,102,116
1133,-132,102,102,116
1134,-132,102,102,116
1135,-132,102,102,116
1136,-132,102,102,116
1137,-132,102,102,116
1138,-132,0,102,116
1139,-132,102,102,116
1140,-132,0,0,116
1141,-132,102,102,116
1142,-132,102,102,116
1143,-132,102,102,116
1144,-132,102,102,116
1145,-132,102,102,116
1146,-132,102,102,116
1147,-132,0,102,116
1148,-132,102,102,116
1149,-132,0,0,116
1150,-132,102,102,116
1151,-132,102,102,116
1152,-132,102,102,116
1153,-132,102,102,116
1154,-132,102,102,116
1155,-132,102,102,116
1156,-132,0,102,116
1157,-132,102,102,116
1158,-132,0,0,116
1159,-132,102,102,116
1160,-132,102,102,116
1161,-132,102,102,116
1162,-132,102,102,116
1163,-132,102,102,116
1164,-132,102,102,116
1165,-132,0,102,116
1166,-132,102,102,116
1167,-132,0,0,116
1168,-132,102,102,116
1169,-132,102,102,116
1170,-132,102,102,116
1171,-132,102,102,116
1172,-132,102,102,116
1173,-132,102,102,116
1174,-132,0,102,116
1175,-132,102,102,116
1176,-132,0,0,116
1177,-132,102,102,116
1178,-132,102,102,116
1179,-132,102,102,116
1180,-132,102,102,116
1181,-132,102,102,116
1182,-132,102,102,116
1183,-132,0,102,116
1184,-132,102,102,116
1185,-132,0,0,116
1186,-132,102,102,116
1187,-132,102,102,116
1188,-132,102,102,116
1189,-132,102,102,116
1190,-132,102,102,116
1191,-132,102,102,116
1192,-132,0,102,116
1193,-132,102,102,116
1194,-132,0,0,116
1195,-132,102,102,116
1196,-132,102,102,116
1197,-132,102,102,116
1198,-132,102,102,116
1199,-132,102,102,116
1200,-132,102,102,116
1201,-132,0,102,116
1202,-132,102,102,116
1203,-132,0,0,116
1204,-132,102,102,116
1205,-132,102,102,116
1206,-132,102,102,116
1207,-132,102,102,116
1208,-132,102,102,116
1209,-132,102,102,116
1210,-132,0,102,116
1211,-132,102,102,116
1212,-132,0,0,116
1213,-132,102,102,116
1214,-132,102,102,116
1215,-132,102,102,116
1216,-132,102,102,116
1217,-132,102,102,116
1218,-132,102,102,116
1219,-132,0,102,116
1220,-132,102,102,116
1221,-132,0,0,116
1222,-132,102,102,116
1223,-132,102,102,116
1224,-132,102,102,116
1225,-132,102,102,116
1226,-132,102,102,116
1227,-133,102,102,116
1228,-134,102,102,116
1229,-135,102,102,116
1230,-136,102,102,116
1231,-137,102,102,116
1232,-138,102,102,116
1233,-140,102,102,116
1234,-141,101,101,116
1235,-142,100,100,116
1236,-143,99,99,116
1237,-144,98,98,116
1238,-145,97,97,116
1239,-147,96,96,116
1240,-148,95,95,116
1241,-149,94,94,116
1242,-150,93,93,116
1243,-151,92,92,116
1244,-152,91,91,116
1245,-153,90,90,116
1246,-155,89,89,116
1247,-156,88,88,116
1248,-157,87,87,116
1249,-158,86,86,116
1250,-159,85,85,116
1251,-160,84,84,116
1252,-162,83,83,116
1253,-163,82,82,116
1254,-164,81,81,116
1255,-165,80,80,116
1256,-166,79,79,116
1257,-167,78,78,116
1258,-169,77,77,116
1259,-170,76,76,116
